,LAUS Code,State FIPS Code,County FIPS Code,Year,Labor Force,Employed,Unemployed,Unemployment Rate,County Name,State,Employment Rate
1510,CN2905700000000,29,57,2015,"3,549","3,364",185,5.2,Dade County,MO,94.8
1511,CN2905900000000,29,59,2015,"6,937","6,497",440,6.3,Dallas County,MO,93.7
1512,CN2906100000000,29,61,2015,"4,061","3,872",189,4.7,Daviess County,MO,95.3
1513,CN2906300000000,29,63,2015,"5,018","4,780",238,4.7,DeKalb County,MO,95.3
1514,CN2906500000000,29,65,2015,"6,262","5,890",372,5.9,Dent County,MO,94.1
1515,CN2906700000000,29,67,2015,"5,010","4,663",347,6.9,Douglas County,MO,93.1
1516,CN2906900000000,29,69,2015,"13,051","11,982","1,069",8.2,Dunklin County,MO,91.8
1517,CN2907100000000,29,71,2015,"52,207","49,509","2,698",5.2,Franklin County,MO,94.8
1518,CN2907300000000,29,73,2015,"7,634","7,304",330,4.3,Gasconade County,MO,95.7
1519,CN2907500000000,29,75,2015,"3,592","3,438",154,4.3,Gentry County,MO,95.7
1520,CN2907700000000,29,77,2015,"148,369","142,081","6,288",4.2,Greene County,MO,95.8
1521,CN2907900000000,29,79,2015,"4,880","4,674",206,4.2,Grundy County,MO,95.8
1522,CN2908100000000,29,81,2015,"3,963","3,758",205,5.2,Harrison County,MO,94.8
1523,CN2908300000000,29,83,2015,"10,050","9,491",559,5.6,Henry County,MO,94.4
1524,CN2908500000000,29,85,2015,"3,700","3,450",250,6.8,Hickory County,MO,93.2
1525,CN2908700000000,29,87,2015,"2,692","2,593",99,3.7,Holt County,MO,96.3
1526,CN2908900000000,29,89,2015,"5,015","4,765",250,5,Howard County,MO,95
1527,CN2909100000000,29,91,2015,"16,254","15,189","1,065",6.6,Howell County,MO,93.4
1528,CN2909300000000,29,93,2015,"3,830","3,521",309,8.1,Iron County,MO,91.9
1529,CN2909500000000,29,95,2015,"360,910","339,191","21,719",6,Jackson County,MO,94
1530,CN2909700000000,29,97,2015,"57,705","55,185","2,520",4.4,Jasper County,MO,95.6
1531,CN2909900000000,29,99,2015,"116,938","111,148","5,790",5,Jefferson County,MO,95
1532,CN2910100000000,29,101,2015,"22,972","21,711","1,261",5.5,Johnson County,MO,94.5
1533,CN2910300000000,29,103,2015,"1,950","1,873",77,3.9,Knox County,MO,96.1
1534,CN2910500000000,29,105,2015,"15,843","14,817","1,026",6.5,Laclede County,MO,93.5
1535,CN2910700000000,29,107,2015,"17,075","16,232",843,4.9,Lafayette County,MO,95.1
1536,CN2910900000000,29,109,2015,"17,773","16,885",888,5,Lawrence County,MO,95
1537,CN2911100000000,29,111,2015,"5,181","4,921",260,5,Lewis County,MO,95
1538,CN2911300000000,29,113,2015,"26,795","25,383","1,412",5.3,Lincoln County,MO,94.7
1539,CN2911500000000,29,115,2015,"5,213","4,840",373,7.2,Linn County,MO,92.8
1540,CN2911700000000,29,117,2015,"7,259","6,944",315,4.3,Livingston County,MO,95.7
1541,CN2911900000000,29,119,2015,"10,347","9,847",500,4.8,McDonald County,MO,95.2
1542,CN2912100000000,29,121,2015,"7,425","7,022",403,5.4,Macon County,MO,94.6
1543,CN2912300000000,29,123,2015,"5,486","5,157",329,6,Madison County,MO,94
1544,CN2912500000000,29,125,2015,"3,913","3,701",212,5.4,Maries County,MO,94.6
1545,CN2912700000000,29,127,2015,"14,659","13,995",664,4.5,Marion County,MO,95.5
1546,CN2912900000000,29,129,2015,"1,876","1,791",85,4.5,Mercer County,MO,95.5
1547,CN2913100000000,29,131,2015,"11,584","10,873",711,6.1,Miller County,MO,93.9
1548,CN2913300000000,29,133,2015,"6,246","5,877",369,5.9,Mississippi County,MO,94.1
1549,CN2913500000000,29,135,2015,"7,354","6,987",367,5,Moniteau County,MO,95
1550,CN2913700000000,29,137,2015,"4,184","3,962",222,5.3,Monroe County,MO,94.7
1551,CN2913900000000,29,139,2015,"5,672","5,385",287,5.1,Montgomery County,MO,94.9
1552,CN2914100000000,29,141,2015,"8,031","7,479",552,6.9,Morgan County,MO,93.1
1553,CN2914300000000,29,143,2015,"8,531","7,990",541,6.3,New Madrid County,MO,93.7
1554,CN2914500000000,29,145,2015,"28,266","26,948","1,318",4.7,Newton County,MO,95.3
1555,CN2914700000000,29,147,2015,"10,947","10,399",548,5,Nodaway County,MO,95
1556,CN2914900000000,29,149,2015,"4,138","3,871",267,6.5,Oregon County,MO,93.5
1557,CN2915100000000,29,151,2015,"7,114","6,842",272,3.8,Osage County,MO,96.2
1558,CN2915300000000,29,153,2015,"3,628","3,333",295,8.1,Ozark County,MO,91.9
1559,CN2915500000000,29,155,2015,"7,006","6,359",647,9.2,Pemiscot County,MO,90.8
1560,CN2915700000000,29,157,2015,"10,146","9,711",435,4.3,Perry County,MO,95.7
1561,CN2915900000000,29,159,2015,"20,800","19,684","1,116",5.4,Pettis County,MO,94.6
1562,CN2916100000000,29,161,2015,"19,452","18,396","1,056",5.4,Phelps County,MO,94.6
1563,CN2916300000000,29,163,2015,"8,060","7,684",376,4.7,Pike County,MO,95.3
1564,CN2916500000000,29,165,2015,"55,094","52,734","2,360",4.3,Platte County,MO,95.7
1565,CN2916700000000,29,167,2015,"14,173","13,410",763,5.4,Polk County,MO,94.6
1566,CN2916900000000,29,169,2015,"14,803","13,921",882,6,Pulaski County,MO,94
1567,CN2917100000000,29,171,2015,"2,485","2,384",101,4.1,Putnam County,MO,95.9
1568,CN2917300000000,29,173,2015,"5,636","5,393",243,4.3,Ralls County,MO,95.7
1569,CN2917500000000,29,175,2015,"10,444","9,805",639,6.1,Randolph County,MO,93.9
1570,CN2917700000000,29,177,2015,"11,096","10,478",618,5.6,Ray County,MO,94.4
1571,CN2917900000000,29,179,2015,"2,697","2,505",192,7.1,Reynolds County,MO,92.9
1572,CN2918100000000,29,181,2015,"5,295","4,866",429,8.1,Ripley County,MO,91.9
1573,CN2918300000000,29,183,2015,"216,222","207,742","8,480",3.9,St. Charles County,MO,96.1
1574,CN2918500000000,29,185,2015,"3,955","3,675",280,7.1,St. Clair County,MO,92.9
1575,CN2918600000000,29,186,2015,"9,009","8,517",492,5.5,Ste. Genevieve County,MO,94.5
1576,CN2918700000000,29,187,2015,"26,252","24,624","1,628",6.2,St. Francois County,MO,93.8
1577,CN2918900000000,29,189,2015,"530,371","505,340","25,031",4.7,St. Louis County,MO,95.3
1578,CN2919500000000,29,195,2015,"10,985","10,445",540,4.9,Saline County,MO,95.1
1579,CN2919700000000,29,197,2015,"1,896","1,784",112,5.9,Schuyler County,MO,94.1
1580,CN2919900000000,29,199,2015,"2,437","2,324",113,4.6,Scotland County,MO,95.4
1581,CN2920100000000,29,201,2015,"19,930","18,866","1,064",5.3,Scott County,MO,94.7
1582,CN2920300000000,29,203,2015,"3,320","3,044",276,8.3,Shannon County,MO,91.7
1583,CN2920500000000,29,205,2015,"3,058","2,911",147,4.8,Shelby County,MO,95.2
1584,CN2920700000000,29,207,2015,"13,158","12,270",888,6.7,Stoddard County,MO,93.3
1585,CN2920900000000,29,209,2015,"13,296","12,228","1,068",8,Stone County,MO,92
1586,CN2921100000000,29,211,2015,"2,763","2,595",168,6.1,Sullivan County,MO,93.9
1587,CN2921300000000,29,213,2015,"26,022","23,886","2,136",8.2,Taney County,MO,91.8
1588,CN2921500000000,29,215,2015,"9,352","8,718",634,6.8,Texas County,MO,93.2
1589,CN2921700000000,29,217,2015,"9,761","9,255",506,5.2,Vernon County,MO,94.8
1590,CN2921900000000,29,219,2015,"17,238","16,398",840,4.9,Warren County,MO,95.1
1591,CN2922100000000,29,221,2015,"10,463","9,747",716,6.8,Washington County,MO,93.2
1592,CN2922300000000,29,223,2015,"5,685","5,344",341,6,Wayne County,MO,94
1593,CN2922500000000,29,225,2015,"16,553","15,694",859,5.2,Webster County,MO,94.8
1594,CN2922700000000,29,227,2015,"1,210","1,170",40,3.3,Worth County,MO,96.7
1595,CN2922900000000,29,229,2015,"7,599","7,114",485,6.4,Wright County,MO,93.6
1596,CN2951000000000,29,510,2015,"158,810","148,980","9,830",6.2,St. Louis city,MO,93.8
1597,CN3000100000000,30,1,2015,"4,982","4,806",176,3.5,Beaverhead County,MT,96.5
1598,CN3000300000000,30,3,2015,"5,555","5,175",380,6.8,Big Horn County,MT,93.2
1599,CN3000500000000,30,5,2015,"2,398","2,275",123,5.1,Blaine County,MT,94.9
1600,CN3000700000000,30,7,2015,"2,487","2,357",130,5.2,Broadwater County,MT,94.8
1601,CN3000900000000,30,9,2015,"5,427","5,222",205,3.8,Carbon County,MT,96.2
1602,CN3001100000000,30,11,2015,686,663,23,3.4,Carter County,MT,96.6
1603,CN3001300000000,30,13,2015,"38,320","36,730","1,590",4.1,Cascade County,MT,95.9
1604,CN3001500000000,30,15,2015,"2,525","2,440",85,3.4,Chouteau County,MT,96.6
1605,CN3001700000000,30,17,2015,"6,390","6,174",216,3.4,Custer County,MT,96.6
1606,CN3001900000000,30,19,2015,944,919,25,2.6,Daniels County,MT,97.4
1607,CN3002100000000,30,21,2015,"4,822","4,666",156,3.2,Dawson County,MT,96.8
1608,CN3002300000000,30,23,2015,"5,238","5,024",214,4.1,Deer Lodge County,MT,95.9
1609,CN3002500000000,30,25,2015,"1,970","1,923",47,2.4,Fallon County,MT,97.6
1610,CN3002700000000,30,27,2015,"5,704","5,462",242,4.2,Fergus County,MT,95.8
1611,CN3002900000000,30,29,2015,"44,861","42,228","2,633",5.9,Flathead County,MT,94.1
1612,CN3003100000000,30,31,2015,"59,459","57,622","1,837",3.1,Gallatin County,MT,96.9
1613,CN3003300000000,30,33,2015,762,740,22,2.9,Garfield County,MT,97.1
1614,CN3003500000000,30,35,2015,"5,863","5,323",540,9.2,Glacier County,MT,90.8
1615,CN3003700000000,30,37,2015,380,364,16,4.2,Golden Valley County,MT,95.8
1616,CN3003900000000,30,39,2015,"1,562","1,462",100,6.4,Granite County,MT,93.6
1617,CN3004100000000,30,41,2015,"7,799","7,464",335,4.3,Hill County,MT,95.7
1618,CN3004300000000,30,43,2015,"5,585","5,351",234,4.2,Jefferson County,MT,95.8
1619,CN3004500000000,30,45,2015,994,959,35,3.5,Judith Basin County,MT,96.5
1620,CN3004700000000,30,47,2015,"12,705","12,054",651,5.1,Lake County,MT,94.9
1621,CN3004900000000,30,49,2015,"35,016","33,805","1,211",3.5,Lewis and Clark County,MT,96.5
1622,CN3005100000000,30,51,2015,986,959,27,2.7,Liberty County,MT,97.3
1623,CN3005300000000,30,53,2015,"7,824","7,015",809,10.3,Lincoln County,MT,89.7
1624,CN3005500000000,30,55,2015,"1,062","1,038",24,2.3,McCone County,MT,97.7
1625,CN3005700000000,30,57,2015,"4,288","4,129",159,3.7,Madison County,MT,96.3
1626,CN3005900000000,30,59,2015,936,901,35,3.7,Meagher County,MT,96.3
1627,CN3006100000000,30,61,2015,"1,731","1,582",149,8.6,Mineral County,MT,91.4
1628,CN3006300000000,30,63,2015,"60,542","58,102","2,440",4,Missoula County,MT,96
1629,CN3006500000000,30,65,2015,"2,410","2,304",106,4.4,Musselshell County,MT,95.6
1630,CN3006700000000,30,67,2015,"8,304","7,895",409,4.9,Park County,MT,95.1
1631,CN3006900000000,30,69,2015,284,269,15,5.3,Petroleum County,MT,94.7
1632,CN3007100000000,30,71,2015,"1,979","1,876",103,5.2,Phillips County,MT,94.8
1633,CN3007300000000,30,73,2015,"2,867","2,736",131,4.6,Pondera County,MT,95.4
1634,CN3007500000000,30,75,2015,"1,056","1,028",28,2.7,Powder River County,MT,97.3
1635,CN3007700000000,30,77,2015,"2,962","2,827",135,4.6,Powell County,MT,95.4
1636,CN3007900000000,30,79,2015,529,507,22,4.2,Prairie County,MT,95.8
1637,CN3008100000000,30,81,2015,"19,235","18,206","1,029",5.3,Ravalli County,MT,94.7
1638,CN3008300000000,30,83,2015,"6,881","6,653",228,3.3,Richland County,MT,96.7
1639,CN3008500000000,30,85,2015,"4,696","4,443",253,5.4,Roosevelt County,MT,94.6
1640,CN3008700000000,30,87,2015,"4,180","3,950",230,5.5,Rosebud County,MT,94.5
1641,CN3008900000000,30,89,2015,"4,710","4,309",401,8.5,Sanders County,MT,91.5
1642,CN3009100000000,30,91,2015,"2,075","2,022",53,2.6,Sheridan County,MT,97.4
1643,CN3009300000000,30,93,2015,"17,140","16,385",755,4.4,Silver Bow County,MT,95.6
1644,CN3009500000000,30,95,2015,"4,933","4,743",190,3.9,Stillwater County,MT,96.1
1645,CN3009700000000,30,97,2015,"1,790","1,738",52,2.9,Sweet Grass County,MT,97.1
1646,CN3009900000000,30,99,2015,"2,891","2,777",114,3.9,Teton County,MT,96.1
1647,CN3010100000000,30,101,2015,"2,299","2,219",80,3.5,Toole County,MT,96.5
1648,CN3010300000000,30,103,2015,357,339,18,5,Treasure County,MT,95
1649,CN3010500000000,30,105,2015,"4,392","4,250",142,3.2,Valley County,MT,96.8
1650,CN3010700000000,30,107,2015,788,744,44,5.6,Wheatland County,MT,94.4
1651,CN3010900000000,30,109,2015,546,528,18,3.3,Wibaux County,MT,96.7
1652,CN3011100000000,30,111,2015,"80,797","78,046","2,751",3.4,Yellowstone County,MT,96.6
1653,CN3100100000000,31,1,2015,"16,677","16,157",520,3.1,Adams County,NE,96.9
1654,CN3100300000000,31,3,2015,"3,610","3,517",93,2.6,Antelope County,NE,97.4
1655,CN3100500000000,31,5,2015,225,215,10,4.4,Arthur County,NE,95.6
1656,CN3100700000000,31,7,2015,442,427,15,3.4,Banner County,NE,96.6
1657,CN3100900000000,31,9,2015,269,257,12,4.5,Blaine County,NE,95.5
1658,CN3101100000000,31,11,2015,"3,024","2,950",74,2.4,Boone County,NE,97.6
1659,CN3101300000000,31,13,2015,"5,683","5,513",170,3,Box Butte County,NE,97
1660,CN3101500000000,31,15,2015,"1,093","1,064",29,2.7,Boyd County,NE,97.3
1661,CN3101700000000,31,17,2015,"1,400","1,348",52,3.7,Brown County,NE,96.3
1662,CN3101900000000,31,19,2015,"27,245","26,582",663,2.4,Buffalo County,NE,97.6
1663,CN3102100000000,31,21,2015,"3,624","3,493",131,3.6,Burt County,NE,96.4
1664,CN3102300000000,31,23,2015,"4,757","4,625",132,2.8,Butler County,NE,97.2
1665,CN3102500000000,31,25,2015,"13,123","12,688",435,3.3,Cass County,NE,96.7
1666,CN3102700000000,31,27,2015,"4,660","4,550",110,2.4,Cedar County,NE,97.6
1667,CN3102900000000,31,29,2015,"2,348","2,303",45,1.9,Chase County,NE,98.1
1668,CN3103100000000,31,31,2015,"3,463","3,384",79,2.3,Cherry County,NE,97.7
1669,CN3103300000000,31,33,2015,"5,770","5,645",125,2.2,Cheyenne County,NE,97.8
1670,CN3103500000000,31,35,2015,"3,387","3,289",98,2.9,Clay County,NE,97.1
1671,CN3103700000000,31,37,2015,"5,572","5,427",145,2.6,Colfax County,NE,97.4
1672,CN3103900000000,31,39,2015,"4,858","4,730",128,2.6,Cuming County,NE,97.4
1673,CN3104100000000,31,41,2015,"6,309","6,169",140,2.2,Custer County,NE,97.8
1674,CN3104300000000,31,43,2015,"11,038","10,649",389,3.5,Dakota County,NE,96.5
1675,CN3104500000000,31,45,2015,"5,271","5,135",136,2.6,Dawes County,NE,97.4
1676,CN3104700000000,31,47,2015,"13,115","12,700",415,3.2,Dawson County,NE,96.8
1677,CN3104900000000,31,49,2015,"1,079","1,052",27,2.5,Deuel County,NE,97.5
1678,CN3105100000000,31,51,2015,"3,094","2,992",102,3.3,Dixon County,NE,96.7
1679,CN3105300000000,31,53,2015,"19,171","18,548",623,3.2,Dodge County,NE,96.8
1680,CN3105500000000,31,55,2015,"287,891","278,389","9,502",3.3,Douglas County,NE,96.7
1681,CN3105700000000,31,57,2015,"1,201","1,176",25,2.1,Dundy County,NE,97.9
1682,CN3105900000000,31,59,2015,"3,221","3,126",95,2.9,Fillmore County,NE,97.1
1683,CN3106100000000,31,61,2015,"1,517","1,481",36,2.4,Franklin County,NE,97.6
1684,CN3106300000000,31,63,2015,"1,538","1,501",37,2.4,Frontier County,NE,97.6
1685,CN3106500000000,31,65,2015,"2,739","2,667",72,2.6,Furnas County,NE,97.4
1686,CN3106700000000,31,67,2015,"11,090","10,689",401,3.6,Gage County,NE,96.4
1687,CN3106900000000,31,69,2015,"1,201","1,172",29,2.4,Garden County,NE,97.6
1688,CN3107100000000,31,71,2015,"1,198","1,169",29,2.4,Garfield County,NE,97.6
1689,CN3107300000000,31,73,2015,"1,078","1,052",26,2.4,Gosper County,NE,97.6
1690,CN3107500000000,31,75,2015,437,427,10,2.3,Grant County,NE,97.7
1691,CN3107700000000,31,77,2015,"1,253","1,214",39,3.1,Greeley County,NE,96.9
1692,CN3107900000000,31,79,2015,"31,717","30,471","1,246",3.9,Hall County,NE,96.1
1693,CN3108100000000,31,81,2015,"4,690","4,556",134,2.9,Hamilton County,NE,97.1
1694,CN3108300000000,31,83,2015,"1,793","1,755",38,2.1,Harlan County,NE,97.9
1695,CN3108500000000,31,85,2015,618,604,14,2.3,Hayes County,NE,97.7
1696,CN3108700000000,31,87,2015,"1,326","1,283",43,3.2,Hitchcock County,NE,96.8
1697,CN3108900000000,31,89,2015,"5,890","5,750",140,2.4,Holt County,NE,97.6
1698,CN3109100000000,31,91,2015,406,389,17,4.2,Hooker County,NE,95.8
1699,CN3109300000000,31,93,2015,"3,322","3,201",121,3.6,Howard County,NE,96.4
1700,CN3109500000000,31,95,2015,"4,291","4,175",116,2.7,Jefferson County,NE,97.3
1701,CN3109700000000,31,97,2015,"2,132","2,062",70,3.3,Johnson County,NE,96.7
1702,CN3109900000000,31,99,2015,"3,807","3,723",84,2.2,Kearney County,NE,97.8
1703,CN3110100000000,31,101,2015,"4,702","4,577",125,2.7,Keith County,NE,97.3
1704,CN3110300000000,31,103,2015,663,649,14,2.1,Keya Paha County,NE,97.9
1705,CN3110500000000,31,105,2015,"2,059","1,986",73,3.5,Kimball County,NE,96.5
1706,CN3110700000000,31,107,2015,"4,736","4,585",151,3.2,Knox County,NE,96.8
1707,CN3110900000000,31,109,2015,"168,174","163,746","4,428",2.6,Lancaster County,NE,97.4
1708,CN3111100000000,31,111,2015,"18,611","18,073",538,2.9,Lincoln County,NE,97.1
1709,CN3111300000000,31,113,2015,495,480,15,3,Logan County,NE,97
1710,CN3111500000000,31,115,2015,379,366,13,3.4,Loup County,NE,96.6
1711,CN3111700000000,31,117,2015,462,453,9,1.9,McPherson County,NE,98.1
1712,CN3111900000000,31,119,2015,"19,284","18,757",527,2.7,Madison County,NE,97.3
1713,CN3112100000000,31,121,2015,"4,043","3,893",150,3.7,Merrick County,NE,96.3
1714,CN3112300000000,31,123,2015,"2,661","2,585",76,2.9,Morrill County,NE,97.1
1715,CN3112500000000,31,125,2015,"2,073","2,022",51,2.5,Nance County,NE,97.5
1716,CN3112700000000,31,127,2015,"3,704","3,569",135,3.6,Nemaha County,NE,96.4
1717,CN3112900000000,31,129,2015,"2,391","2,330",61,2.6,Nuckolls County,NE,97.4
1718,CN3113100000000,31,131,2015,"8,232","7,961",271,3.3,Otoe County,NE,96.7
1719,CN3113300000000,31,133,2015,"1,678","1,635",43,2.6,Pawnee County,NE,97.4
1720,CN3113500000000,31,135,2015,"1,842","1,808",34,1.8,Perkins County,NE,98.2
1721,CN3113700000000,31,137,2015,"5,013","4,893",120,2.4,Phelps County,NE,97.6
1722,CN3113900000000,31,139,2015,"4,183","4,077",106,2.5,Pierce County,NE,97.5
1723,CN3114100000000,31,141,2015,"17,209","16,698",511,3,Platte County,NE,97
1724,CN3114300000000,31,143,2015,"2,921","2,847",74,2.5,Polk County,NE,97.5
1725,CN3114500000000,31,145,2015,"6,126","5,965",161,2.6,Red Willow County,NE,97.4
1726,CN3114700000000,31,147,2015,"4,317","4,179",138,3.2,Richardson County,NE,96.8
1727,CN3114900000000,31,149,2015,862,839,23,2.7,Rock County,NE,97.3
1728,CN3115100000000,31,151,2015,"7,308","7,094",214,2.9,Saline County,NE,97.1
1729,CN3115300000000,31,153,2015,"91,004","88,454","2,550",2.8,Sarpy County,NE,97.2
1730,CN3115500000000,31,155,2015,"10,970","10,634",336,3.1,Saunders County,NE,96.9
1731,CN3115700000000,31,157,2015,"18,734","18,102",632,3.4,Scotts Bluff County,NE,96.6
1732,CN3115900000000,31,159,2015,"8,731","8,478",253,2.9,Seward County,NE,97.1
1733,CN3116100000000,31,161,2015,"2,741","2,667",74,2.7,Sheridan County,NE,97.3
1734,CN3116300000000,31,163,2015,"1,715","1,665",50,2.9,Sherman County,NE,97.1
1735,CN3116500000000,31,165,2015,791,771,20,2.5,Sioux County,NE,97.5
1736,CN3116700000000,31,167,2015,"3,518","3,429",89,2.5,Stanton County,NE,97.5
1737,CN3116900000000,31,169,2015,"2,978","2,908",70,2.4,Thayer County,NE,97.6
1738,CN3117100000000,31,171,2015,437,424,13,3,Thomas County,NE,97
1739,CN3117300000000,31,173,2015,"2,982","2,824",158,5.3,Thurston County,NE,94.7
1740,CN3117500000000,31,175,2015,"2,071","2,013",58,2.8,Valley County,NE,97.2
1741,CN3117700000000,31,177,2015,"10,980","10,651",329,3,Washington County,NE,97
1742,CN3117900000000,31,179,2015,"5,563","5,421",142,2.6,Wayne County,NE,97.4
1743,CN3118100000000,31,181,2015,"1,732","1,671",61,3.5,Webster County,NE,96.5
1744,CN3118300000000,31,183,2015,564,551,13,2.3,Wheeler County,NE,97.7
1745,CN3118500000000,31,185,2015,"7,368","7,155",213,2.9,York County,NE,97.1
1746,CN3200100000000,32,1,2015,"10,276","9,545",731,7.1,Churchill County,NV,92.9
1747,CN3200300000000,32,3,2015,"1,027,290","956,238","71,052",6.9,Clark County,NV,93.1
1748,CN3200500000000,32,5,2015,"22,244","20,730","1,514",6.8,Douglas County,NV,93.2
1749,CN3200700000000,32,7,2015,"26,478","25,097","1,381",5.2,Elko County,NV,94.8
1750,CN3200900000000,32,9,2015,520,497,23,4.4,Esmeralda County,NV,95.6
1751,CN3201100000000,32,11,2015,986,928,58,5.9,Eureka County,NV,94.1
1752,CN3201300000000,32,13,2015,"8,191","7,694",497,6.1,Humboldt County,NV,93.9
1753,CN3201500000000,32,15,2015,"3,193","2,975",218,6.8,Lander County,NV,93.2
1754,CN3201700000000,32,17,2015,"1,920","1,802",118,6.1,Lincoln County,NV,93.9
1755,CN3201900000000,32,19,2015,"21,287","19,251","2,036",9.6,Lyon County,NV,90.4
1756,CN3202100000000,32,21,2015,"1,613","1,448",165,10.2,Mineral County,NV,89.8
1757,CN3202300000000,32,23,2015,"15,802","14,399","1,403",8.9,Nye County,NV,91.1
1758,CN3202700000000,32,27,2015,"2,429","2,259",170,7,Pershing County,NV,93
1759,CN3202900000000,32,29,2015,"1,853","1,714",139,7.5,Storey County,NV,92.5
1760,CN3203100000000,32,31,2015,"223,392","209,279","14,113",6.3,Washoe County,NV,93.7
1761,CN3203300000000,32,33,2015,"4,685","4,429",256,5.5,White Pine County,NV,94.5
1762,CN3251000000000,32,510,2015,"24,601","22,808","1,793",7.3,Carson City,NV,92.7
1763,CN3300100000000,33,1,2015,"31,645","30,579","1,066",3.4,Belknap County,NH,96.6
1764,CN3300300000000,33,3,2015,"23,831","22,995",836,3.5,Carroll County,NH,96.5
1765,CN3300500000000,33,5,2015,"41,608","40,278","1,330",3.2,Cheshire County,NH,96.8
1766,CN3300700000000,33,7,2015,"14,843","14,189",654,4.4,Coos County,NH,95.6
1767,CN3300900000000,33,9,2015,"48,727","47,374","1,353",2.8,Grafton County,NH,97.2
1768,CN3301100000000,33,11,2015,"230,122","221,818","8,304",3.6,Hillsborough County,NH,96.4
1769,CN3301300000000,33,13,2015,"81,430","78,897","2,533",3.1,Merrimack County,NH,96.9
1770,CN3301500000000,33,15,2015,"179,043","172,541","6,502",3.6,Rockingham County,NH,96.4
1771,CN3301700000000,33,17,2015,"71,357","69,107","2,250",3.2,Strafford County,NH,96.8
1772,CN3301900000000,33,19,2015,"23,713","23,056",657,2.8,Sullivan County,NH,97.2
1773,CN3400100000000,34,1,2015,"126,278","114,318","11,960",9.5,Atlantic County,NJ,90.5
1774,CN3400300000000,34,3,2015,"479,904","457,628","22,276",4.6,Bergen County,NJ,95.4
1775,CN3400500000000,34,5,2015,"229,716","217,549","12,167",5.3,Burlington County,NJ,94.7
1776,CN3400700000000,34,7,2015,"252,159","236,023","16,136",6.4,Camden County,NJ,93.6
1777,CN3400900000000,34,9,2015,"48,022","42,747","5,275",11,Cape May County,NJ,89
1778,CN3401100000000,34,11,2015,"67,397","61,516","5,881",8.7,Cumberland County,NJ,91.3
1779,CN3401300000000,34,13,2015,"371,971","346,576","25,395",6.8,Essex County,NJ,93.2
1780,CN3401500000000,34,15,2015,"148,033","139,153","8,880",6,Gloucester County,NJ,94
1781,CN3401700000000,34,17,2015,"359,246","340,154","19,092",5.3,Hudson County,NJ,94.7
1782,CN3401900000000,34,19,2015,"65,014","62,290","2,724",4.2,Hunterdon County,NJ,95.8
1783,CN3402100000000,34,21,2015,"197,692","187,968","9,724",4.9,Mercer County,NJ,95.1
1784,CN3402300000000,34,23,2015,"436,039","413,881","22,158",5.1,Middlesex County,NJ,94.9
1785,CN3402500000000,34,25,2015,"326,471","309,787","16,684",5.1,Monmouth County,NJ,94.9
1786,CN3402700000000,34,27,2015,"259,970","248,747","11,223",4.3,Morris County,NJ,95.7
1787,CN3402900000000,34,29,2015,"265,617","249,404","16,213",6.1,Ocean County,NJ,93.9
1788,CN3403100000000,34,31,2015,"246,668","229,425","17,243",7,Passaic County,NJ,93
1789,CN3403300000000,34,33,2015,"30,799","28,563","2,236",7.3,Salem County,NJ,92.7
1790,CN3403500000000,34,35,2015,"172,941","165,150","7,791",4.5,Somerset County,NJ,95.5
1791,CN3403700000000,34,37,2015,"76,021","71,927","4,094",5.4,Sussex County,NJ,94.6
1792,CN3403900000000,34,39,2015,"277,954","261,374","16,580",6,Union County,NJ,94
1793,CN3404100000000,34,41,2015,"56,694","53,695","2,999",5.3,Warren County,NJ,94.7
1794,CN3500100000000,35,1,2015,"324,436","305,108","19,328",6,Bernalillo County,NM,94
1795,CN3500300000000,35,3,2015,"1,200","1,099",101,8.4,Catron County,NM,91.6
1796,CN3500500000000,35,5,2015,"27,901","26,121","1,780",6.4,Chaves County,NM,93.6
1797,CN3500600000000,35,6,2015,"9,334","8,578",756,8.1,Cibola County,NM,91.9
1798,CN3500700000000,35,7,2015,"6,078","5,709",369,6.1,Colfax County,NM,93.9
1799,CN3500900000000,35,9,2015,"22,043","20,954","1,089",4.9,Curry County,NM,95.1
1800,CN3501100000000,35,11,2015,856,812,44,5.1,De Baca County,NM,94.9
1801,CN3501300000000,35,13,2015,"94,974","87,947","7,027",7.4,Dona Ana County,NM,92.6
1802,CN3501500000000,35,15,2015,"30,009","28,513","1,496",5,Eddy County,NM,95
1803,CN3501700000000,35,17,2015,"12,555","11,733",822,6.5,Grant County,NM,93.5
1804,CN3501900000000,35,19,2015,"1,645","1,527",118,7.2,Guadalupe County,NM,92.8
1805,CN3502100000000,35,21,2015,288,263,25,8.7,Harding County,NM,91.3
1806,CN3502300000000,35,23,2015,"2,150","2,015",135,6.3,Hidalgo County,NM,93.7
1807,CN3502500000000,35,25,2015,"30,113","28,224","1,889",6.3,Lea County,NM,93.7
1808,CN3502700000000,35,27,2015,"8,751","8,240",511,5.8,Lincoln County,NM,94.2
1809,CN3502800000000,35,28,2015,"8,558","8,208",350,4.1,Los Alamos County,NM,95.9
1810,CN3502900000000,35,29,2015,"11,130","9,184","1,946",17.5,Luna County,NM,82.5
1811,CN3503100000000,35,31,2015,"24,475","22,055","2,420",9.9,McKinley County,NM,90.1
1812,CN3503300000000,35,33,2015,"2,286","2,062",224,9.8,Mora County,NM,90.2
1813,CN3503500000000,35,35,2015,"25,168","23,594","1,574",6.3,Otero County,NM,93.7
